login_Attempts,failed_Validations,avg_flow,current_flow,packets_flow,botnet
2,1,550,1487,15,0
3,4,500,1335,15,0
8,3,530,439,3,0
7,10,500,542,16,0
1,5,500,735,13,0
5,0,530,771,14,0
5,1,500,1099,10,0
7,4,550,1529,10,0
3,0,530,448,15,0
0,9,550,428,5,0
8,7,500,611,18,0
3,12,500,1302,17,0
0,3,550,819,4,0
2,5,530,323,4,0
0,12,530,688,20,0
5,3,530,1361,4,0
3,1,550,1306,15,0
2,1,500,1277,16,0
0,0,500,1092,1,0
0,5,530,531,10,0
6,6,550,623,12,0
1,0,530,1345,4,0
3,6,530,1353,20,0
4,10,550,606,8,0
0,11,530,968,17,0
10,5,500,1038,11,0
8,5,530,334,15,0
10,5,550,1513,8,0
4,3,530,602,8,0
4,6,550,644,3,0
0,6,550,870,18,0
4,11,550,1116,17,0
8,3,530,522,15,0
4,4,550,309,7,0
0,1,550,887,19,0
10,4,550,860,1,0
5,3,550,904,11,0
3,7,550,1139,19,0
8,7,550,436,15,0
6,4,550,1485,12,0
8,6,500,265,14,0
1,1,500,755,16,0
1,7,500,1355,20,0
10,0,530,314,2,0
10,7,550,659,14,0
3,1,530,1251,9,0
10,3,550,267,14,0
1,3,550,1371,14,0
10,5,530,534,16,0
9,2,500,686,11,0
1,7,530,1496,13,0
0,12,500,1053,11,0
0,2,500,1154,9,0
2,7,530,1245,3,0
8,5,500,1317,4,0
4,4,500,990,15,0
8,6,500,388,8,0
0,12,500,217,6,0
7,2,500,469,7,0
5,12,500,872,8,0
9,3,500,717,10,0
4,5,500,552,15,0
3,5,550,918,13,0
8,5,550,1515,5,0
5,0,530,358,9,0
10,11,530,641,16,0
4,0,500,1213,14,0
7,12,530,564,14,0
1,2,550,1007,17,0
0,12,500,1099,9,0
2,10,530,914,15,0
2,3,500,256,10,0
1,10,530,480,10,0
5,2,500,286,10,0
8,2,530,268,17,0
3,3,500,686,15,0
9,3,500,1200,16,0
4,6,530,306,18,0
1,2,500,1498,7,0
5,11,550,517,12,0
8,6,550,526,7,0
4,8,500,660,15,0
7,5,530,484,17,0
4,12,530,282,5,0
7,4,500,925,11,0
1,11,500,360,4,0
8,0,500,1377,1,0
3,12,550,822,9,0
2,11,500,1446,9,0
3,0,530,1392,16,0
8,5,530,548,1,0
4,0,500,1278,11,0
1,0,550,1235,12,0
4,8,530,993,1,0
0,3,550,1335,1,0
2,0,550,888,20,0
1,1,530,1189,1,0
4,1,530,1289,3,0
3,1,500,965,10,0
2,6,500,1475,17,0
3,8,530,872,2,0
2,6,550,629,18,0
3,2,500,1175,6,0
5,12,550,1238,13,0
7,0,530,1192,20,0
5,7,530,919,14,0
10,2,550,1174,3,0
10,3,500,440,5,0
1,0,500,1243,7,0
6,0,500,730,10,0
6,2,550,338,11,0
8,4,550,278,5,0
1,3,500,356,16,0
3,1,530,461,9,0
8,4,550,572,8,0
6,6,550,263,12,0
4,11,550,1466,13,0
6,0,550,600,10,0
6,3,550,869,10,0
3,8,500,1328,12,0
5,9,550,696,15,0
1,12,530,760,2,0
9,7,550,699,1,0
4,12,530,609,17,0
6,1,500,697,12,0
3,2,530,1014,12,0
10,0,550,1210,1,0
2,12,530,569,4,0
10,8,500,662,4,0
4,6,530,475,14,0
8,1,530,874,14,0
7,2,530,338,7,0
7,5,500,666,17,0
10,9,530,687,1,0
1,8,500,1223,13,0
9,9,500,448,3,0
0,8,530,1236,3,0
7,5,530,1006,19,0
5,3,500,624,16,0
5,3,500,889,15,0
2,6,530,1523,5,0
7,3,500,1216,20,0
0,2,500,332,13,0
4,6,530,700,16,0
4,11,550,789,6,0
3,11,500,784,3,0
3,1,530,818,20,0
2,5,500,1490,16,0
2,6,530,490,16,0
2,5,550,1271,11,0
3,9,500,372,13,0
9,7,500,578,18,0
7,12,530,320,11,0
0,8,500,1400,10,0
5,1,500,890,18,0
8,5,550,758,1,0
7,12,530,440,13,0
10,4,530,399,18,0
5,11,550,1468,19,0
5,2,500,911,3,0
4,2,500,956,20,0
9,5,550,421,18,0
7,8,500,505,20,0
7,5,550,606,16,0
7,1,500,476,15,0
6,0,550,914,4,0
5,2,550,600,9,0
5,6,530,346,14,0
6,4,500,306,4,0
4,2,500,464,9,0
1,12,550,524,13,0
5,10,530,852,16,0
6,5,500,1200,9,0
5,8,530,840,3,0
2,0,500,1116,6,0
3,10,500,978,19,0
3,11,500,324,7,0
3,2,500,751,6,0
2,7,500,1228,5,0
7,6,550,576,16,0
9,12,500,650,7,0
4,8,550,1324,15,0
9,1,550,1327,8,0
2,2,530,534,16,0
4,9,500,1431,5,0
10,1,550,970,14,0
4,5,550,972,12,0
1,12,530,543,1,0
10,4,530,973,15,0
5,10,530,861,15,0
4,1,500,1396,14,0
7,0,530,1142,12,0
5,4,550,510,9,0
9,11,550,398,10,0
5,6,550,705,3,0
4,12,550,926,8,0
5,4,500,1158,9,0
1,9,500,1082,15,0
4,3,530,379,16,0
5,4,550,520,9,0
10,1,500,912,1,0
0,5,550,804,18,0
6,12,530,483,19,0
3,11,550,902,12,0
1,4,530,513,4,0
9,10,530,363,6,0
4,5,530,348,3,0
5,7,500,220,3,0
8,1,500,929,1,0
10,1,530,354,15,0
8,0,550,355,19,0
5,12,500,380,12,0
5,4,500,1041,15,0
6,3,530,812,6,0
9,2,530,837,14,0
2,4,530,645,12,0
4,5,500,1448,9,0
1,5,530,456,4,0
10,12,530,308,19,0
8,10,550,383,14,0
4,10,550,431,9,0
4,2,530,294,18,0
9,7,550,664,12,0
4,12,550,1493,5,0
2,7,550,1311,2,0
5,11,530,846,16,0
8,3,550,1483,5,0
10,10,500,567,15,0
1,2,500,1313,18,0
8,1,550,681,3,0
3,11,550,286,4,0
2,8,530,945,19,0
6,11,500,411,11,0
10,1,500,660,9,0
7,5,550,435,16,0
9,12,550,549,5,0
10,0,500,650,11,0
4,8,550,449,2,0
8,3,530,440,10,0
4,2,550,531,19,0
0,12,500,330,9,0
1,1,530,518,17,0
2,8,530,518,5,0
3,10,530,238,14,0
9,9,500,500,20,0
9,2,550,1284,3,0
0,6,500,849,7,0
0,7,550,583,3,0
5,10,500,399,2,0
8,3,500,814,10,0
0,2,550,1472,11,0
8,0,530,1159,17,0
1,3,500,690,19,0
5,6,530,1376,2,0
2,5,530,421,13,0
0,4,550,284,11,0
5,2,500,398,2,0
9,2,550,1400,20,0
0,9,550,801,8,0
4,9,530,1191,14,0
7,0,530,1302,19,0
1,12,550,1131,16,0
4,9,500,1071,19,0
3,2,500,1158,16,0
0,12,530,807,16,0
0,11,550,662,4,0
0,10,530,425,13,0
1,0,550,1502,12,0
6,3,530,417,17,0
9,4,530,738,6,0
4,2,550,1117,3,0
6,5,530,485,12,0
2,11,530,862,1,0
5,10,550,1256,2,0
5,2,550,693,5,0
5,0,550,1242,15,0
4,11,530,483,3,0
5,3,550,394,5,0
2,5,500,711,20,0
4,2,500,1286,19,0
2,4,550,1208,17,0
0,12,500,306,1,0
4,5,500,1029,19,0
3,5,500,791,14,0
9,4,550,1030,9,0
9,1,500,1430,20,0
8,8,550,472,3,0
6,2,550,1261,10,0
5,4,530,946,12,0
4,10,500,864,20,0
10,1,500,462,3,0
3,9,550,376,7,0
1,7,550,699,16,0
9,6,530,587,13,0
6,1,530,1011,18,0
2,10,530,259,13,0
4,2,550,544,3,0
10,0,500,399,20,0
3,8,530,1160,14,0
6,8,550,504,8,0
3,2,500,310,12,0
9,10,550,534,20,0
10,2,500,418,14,0
2,2,550,556,3,0
4,0,500,1229,7,0
6,2,550,762,17,0
1,10,550,698,12,0
6,3,550,438,16,0
4,1,500,1244,3,0
6,2,500,1259,8,0
1,1,500,1190,2,0
1,4,550,727,7,0
7,1,530,726,4,0
8,5,530,458,11,0
5,6,500,572,4,0
5,3,530,573,3,0
0,1,500,519,5,0
6,11,530,663,6,0
7,4,500,712,12,0
3,1,550,281,3,0
8,1,500,1098,4,0
0,7,530,1397,6,0
8,11,500,235,9,0
2,0,550,750,4,0
7,2,530,1006,3,0
4,5,550,1387,6,0
5,4,550,790,3,0
4,1,550,362,11,0
9,5,550,1037,17,0
5,12,500,1426,19,0
0,12,500,1091,8,0
7,12,550,425,7,0
5,9,530,1231,12,0
5,2,530,1340,20,0
5,4,530,1407,10,0
6,2,550,1029,15,0
5,1,550,1118,11,0
4,12,500,513,19,0
2,5,500,828,1,0
10,1,530,1263,5,0
10,3,500,1265,17,0
9,7,550,587,5,0
2,5,530,279,5,0
5,3,550,440,18,0
3,3,530,1316,5,0
6,0,550,1269,13,0
9,6,500,238,13,0
1,3,550,458,5,0
3,10,530,1295,7,0
1,3,530,852,14,0
4,5,500,278,5,0
10,1,500,1272,1,0
5,11,500,674,20,0
1,0,550,1155,19,0
0,1,500,510,18,0
10,5,550,780,19,0
10,3,530,1220,17,0
5,12,550,1004,8,0
5,6,550,491,17,0
3,7,530,956,8,0
5,10,500,1189,2,0
5,4,530,1487,7,0
7,8,550,686,18,0
3,9,550,1447,13,0
5,9,550,1054,14,0
2,11,530,289,2,0
8,0,550,401,6,0
7,6,550,584,17,0
1,6,500,220,9,0
7,3,550,1233,15,0
4,7,550,1135,20,0
4,4,500,932,18,0
9,8,550,389,5,0
3,8,500,1120,13,0
7,0,500,813,2,0
5,8,530,425,3,0
8,10,530,384,18,0
10,4,530,888,17,0
0,12,530,1506,16,0
9,1,530,734,9,0
3,9,550,710,13,0
5,9,530,883,8,0
8,6,550,371,18,0
2,8,550,1311,9,0
1,8,550,1150,13,0
7,5,500,382,13,0
7,0,530,852,5,0
2,4,500,700,10,0
0,12,500,524,20,0
6,5,500,1402,16,0
3,8,530,1414,11,0
2,7,530,1247,18,0
2,12,550,1001,11,0
9,11,530,682,10,0
6,12,550,260,14,0
0,8,500,1411,10,0
5,3,550,896,17,0
1,0,500,203,14,0
4,4,550,343,1,0
0,7,550,1017,10,0
4,5,500,587,16,0
3,9,500,490,10,0
7,4,530,985,11,0
9,5,550,1404,1,0
4,5,550,882,1,0
8,3,550,736,17,0
0,9,530,295,12,0
7,5,530,524,4,0
2,4,500,974,20,0
8,9,500,690,8,0
2,0,530,1413,14,0
3,10,550,786,5,0
5,2,500,625,14,0
1,11,500,684,11,0
9,9,530,352,13,0
2,1,530,869,8,0
7,9,530,477,9,0
2,5,500,277,10,0
5,4,530,722,3,0
9,2,530,914,3,0
8,6,530,526,4,0
5,9,500,313,18,0
2,10,530,840,15,0
4,11,550,276,13,0
9,3,530,1316,12,0
7,5,530,576,9,0
0,10,500,359,1,0
5,6,500,945,4,0
4,9,500,1096,1,0
6,5,500,459,20,0
4,11,530,1359,16,0
10,6,500,454,20,0
2,0,550,971,6,0
8,2,500,967,14,0
0,0,500,374,15,0
0,12,550,532,2,0
5,4,500,861,12,0
7,0,500,627,3,0
10,8,550,386,18,0
4,7,500,1122,13,0
2,5,500,963,11,0
2,10,500,826,8,0
7,5,550,366,15,0
5,5,530,1153,10,0
5,11,550,484,7,0
4,4,500,525,11,0
9,2,500,968,1,0
1,3,500,1147,4,0
3,1,530,830,9,0
2,6,500,1199,12,0
8,3,500,1112,12,0
3,3,500,972,9,0
6,2,500,801,19,0
1,5,500,936,10,0
4,3,530,994,3,0
10,1,530,381,11,0
1,5,500,355,7,0
2,3,500,457,7,0
10,0,550,1141,2,0
4,0,530,1403,14,0
1,12,530,747,1,0
2,7,550,532,13,0
1,10,500,853,2,0
4,1,530,770,4,0
0,0,530,528,12,0
10,3,550,1024,14,0
1,11,530,463,7,0
5,7,530,433,14,0
4,8,530,735,10,0
10,1,550,311,14,0
6,11,500,262,4,0
7,10,500,650,4,0
1,11,550,1034,3,0
2,9,500,598,13,0
2,1,500,1369,10,0
6,0,500,570,6,0
4,3,500,835,1,0
8,4,500,1183,5,0
4,7,550,1216,14,0
5,7,500,933,20,0
6,4,550,346,7,0
6,9,530,562,3,0
10,2,530,342,17,0
10,3,550,650,10,0
8,4,550,1430,12,0
0,7,530,415,9,0
9,2,500,508,18,0
2,9,550,442,3,0
10,5,550,1302,11,0
2,5,550,577,20,0
4,5,550,816,7,0
6,9,500,532,20,0
4,6,500,1189,15,0
5,8,550,1181,20,0
6,1,500,586,18,0
4,0,500,1095,20,0
5,11,500,880,13,0
2,12,550,268,15,0
0,11,550,1482,11,0
3,4,530,1266,20,0
10,4,530,1325,3,0
7,5,550,939,13,0
5,3,550,1457,1,0
1,7,500,407,18,0
3,10,530,623,11,0
2,12,530,306,19,0
3,0,530,984,4,0
10,0,500,200,7,0
9,10,530,514,1,0
2,9,530,770,11,0
4,5,530,589,16,0
